0.020772000	1
0.021134000	2
0.024197000	3
0.024553000	4
0.024634000	5
0.024664000	6
0.025250000	7
0.025292000	8
0.025424000	9
0.025539000	10
0.025671000	11
0.025724000	12
0.025769000	13
0.025805000	14
0.025823000	15
0.025828000	16
0.025854000	17
0.025921000	18
0.025923000	19
0.025935000	20
0.025943000	21
0.025944000	22
0.025958000	23
0.025960000	24
0.025962000	25
0.025977000	26
0.025996000	27
0.026030000	29
0.026033000	30
0.026034000	31
0.026037000	32
0.026038000	33
0.026041000	34
0.026045000	36
0.026047000	38
0.026048000	40
0.026050000	41
0.026053000	43
0.026054000	46
0.026056000	48
0.026057000	49
0.026058000	51
0.026059000	53
0.026060000	55
0.026061000	56
0.026062000	60
0.026063000	62
0.026065000	63
0.026066000	65
0.026067000	68
0.026068000	69
0.026069000	70
0.026070000	71
0.026071000	72
0.026072000	74
0.026073000	75
0.026074000	79
0.026076000	80
0.026077000	87
0.026078000	88
0.026080000	93
0.026082000	96
0.026083000	98
0.026084000	99
0.026085000	101
0.026086000	106
0.026087000	110
0.026088000	114
0.026089000	118
0.026090000	120
0.026091000	128
0.026092000	129
0.026093000	133
0.026094000	140
0.026095000	146
0.026096000	151
0.026097000	156
0.026098000	161
0.026099000	169
0.026100000	176
0.026101000	181
0.026102000	192
0.026103000	198
0.026104000	208
0.026105000	215
0.026106000	228
0.026107000	238
0.026108000	253
0.026109000	273
0.026110000	284
0.026111000	298
0.026112000	311
0.026113000	329
0.026114000	349
0.026115000	367
0.026116000	388
0.026117000	413
0.026118000	442
0.026119000	476
0.026120000	508
0.026121000	537
0.026122000	563
0.026123000	601
0.026124000	624
0.026125000	652
0.026126000	685
0.026127000	721
0.026128000	758
0.026129000	820
0.026130000	873
0.026131000	933
0.026132000	978
0.026133000	1028
0.026134000	1095
0.026135000	1151
0.026136000	1221
0.026137000	1297
0.026138000	1393
0.026139000	1513
0.026140000	1642
0.026141000	1740
0.026142000	1845
0.026143000	1917
0.026144000	1996
0.026145000	2064
0.026146000	2120
0.026147000	2186
0.026148000	2255
0.026149000	2328
0.026150000	2373
0.026151000	2443
0.026152000	2511
0.026153000	2559
0.026154000	2604
0.026155000	2655
0.026156000	2707
0.026157000	2767
0.026158000	2819
0.026159000	2885
0.026160000	2948
0.026161000	2994
0.026162000	3045
0.026163000	3089
0.026164000	3123
0.026165000	3157
0.026166000	3196
0.026167000	3223
0.026168000	3260
0.026169000	3290
0.026170000	3329
0.026171000	3354
0.026172000	3384
0.026173000	3404
0.026174000	3415
0.026175000	3439
0.026176000	3452
0.026177000	3468
0.026178000	3488
0.026179000	3504
0.026180000	3518
0.026181000	3535
0.026182000	3540
0.026183000	3551
0.026184000	3557
0.026185000	3567
0.026186000	3573
0.026187000	3579
0.026188000	3587
0.026189000	3590
0.026190000	3598
0.026191000	3604
0.026192000	3608
0.026193000	3613
0.026194000	3619
0.026195000	3627
0.026196000	3632
0.026197000	3635
0.026198000	3642
0.026199000	3644
0.026200000	3649
0.026201000	3653
0.026202000	3657
0.026203000	3665
0.026204000	3672
0.026205000	3678
0.026206000	3683
0.026208000	3687
0.026209000	3688
0.026210000	3693
0.026211000	3694
0.026212000	3698
0.026213000	3701
0.026214000	3705
0.026215000	3710
0.026217000	3711
0.026218000	3713
0.026219000	3714
0.026220000	3716
0.026221000	3717
0.026222000	3719
0.026225000	3722
0.026226000	3725
0.026227000	3729
0.026229000	3731
0.026231000	3732
0.026232000	3736
0.026233000	3738
0.026234000	3739
0.026236000	3740
0.026237000	3741
0.026238000	3743
0.026241000	3745
0.026242000	3746
0.026248000	3747
0.026249000	3749
0.026257000	3750
0.026260000	3751
0.026263000	3752
0.026265000	3754
0.026278000	3755
0.026279000	3756
0.026289000	3757
0.026294000	3758
0.026314000	3759
0.026322000	3760
0.026341000	3761
0.026375000	3762
0.026383000	3763
0.026384000	3764
0.026427000	3765
0.026469000	3766
0.026483000	3767
0.026517000	3768
0.026523000	3769
0.026573000	3770
0.026615000	3771
0.026769000	3772
0.026780000	3773
0.027007000	3774
0.027053000	3775
0.027603000	3776
0.027648000	3777
0.027706000	3778
0.028085000	3779
0.031148000	3780
0.031535000	3781
0.042649000	3782
0.042662000	3783
0.042716000	3784
