42	0.354328
54	0.847089
56	0.847111
60	0.860328
64	0.86046
66	0.883529
67	0.883617
68	0.88364
69	0.883795
70	0.885721
71	0.88634
72	0.886872
73	0.887735
74	0.89234
75	0.893425
76	0.895218
77	0.895949
78	0.896723
79	0.897565
80	0.898295
81	0.899004
82	0.89938
83	0.899823
84	0.900354
85	0.900841
86	0.901041
87	0.901218
88	0.90135
89	0.901505
90	0.90166
91	0.901771
92	0.90186
93	0.901926
94	0.90197
95	0.901992
96	0.902059
97	0.902125
99	0.90228
100	0.902302
101	0.90248
106	0.902502
107	0.902524
110	0.902546
111	0.902568
125	0.902612
132	0.902679
133	0.902745
134	0.902789
140	0.902812
142	0.902834
160	0.902922
176	0.903122
181	0.903166
215	0.90321
218	0.903232
222	0.903254
228	0.903387
230	0.903409
308	0.903431
350	0.903454
371	0.903476
385	0.903498
393	0.903542
402	0.903564
410	0.903586
413	0.903609
414	0.903631
423	0.903653
424	0.903675
427	0.903697
431	0.903719
432	0.903741
433	0.903764
434	0.903786
435	0.903808
436	0.903852
438	0.903874
439	0.903896
440	0.904583
444	0.904605
445	0.904649
446	0.904671
448	0.904693
449	0.904738
453	0.90476
454	0.904937
455	0.904981
456	0.905291
458	0.905424
459	0.905446
460	0.905468
461	0.906619
462	0.906664
464	0.90673
465	0.906885
467	0.906952
468	0.906996
471	0.907018
472	0.907217
474	0.907239
476	0.907328
477	0.907571
479	0.911003
480	0.991455
483	0.991477
484	0.991543
486	0.991587
491	0.991654
493	0.991676
498	0.991698
501	0.991742
511	0.992274
512	0.992318
515	0.992916
528	0.99296
531	0.992982
536	0.993026
537	0.993048
539	0.993203
550	0.993226
556	0.99327
559	0.993314
562	0.993336
568	0.993358
571	0.993381
577	0.993403
579	0.993558
580	0.99358
581	0.993624
584	0.993646
587	0.993668
590	0.993691
591	0.993713
598	0.993735
604	0.993757
605	0.993779
606	0.993801
607	0.99389
608	0.993912
610	0.993934
611	0.993978
617	0.994
626	0.994023
627	0.994111
631	0.994399
634	0.994443
645	0.994465
650	0.994487
653	0.994576
670	0.994598
677	0.99482
679	0.994842
685	0.994864
691	0.994886
709	0.994908
711	0.994975
714	0.994997
721	0.995019
727	0.995041
728	0.995063
729	0.995107
730	0.995218
731	0.995262
734	0.995284
736	0.995307
741	0.995329
742	0.995351
743	0.995373
744	0.995395
745	0.995439
746	0.995484
747	0.995639
748	0.995661
749	0.995683
752	0.995727
753	0.995749
756	0.995772
762	0.995882
766	0.995926
768	0.996037
769	0.996059
773	0.996081
778	0.996104
781	0.996126
782	0.99617
783	0.996214
784	0.996236
786	0.996259
791	0.996281
793	0.996303
799	0.996325
802	0.996347
804	0.996391
806	0.996414
810	0.996502
815	0.996635
821	0.996657
822	0.996679
825	0.996701
826	0.996812
827	0.996901
829	0.996923
833	0.996945
845	0.996967
856	0.996989
879	0.997011
885	0.997033
888	0.997078
896	0.9971
898	0.997122
905	0.997144
909	0.997166
919	0.997188
921	0.997211
936	0.997233
940	0.997255
942	0.997277
952	0.997299
957	0.997321
968	0.99741
971	0.997432
1017	0.997454
1021	0.997476
1029	0.997498
1045	0.99752
1134	0.997543
1149	0.997565
1233	0.997587
1241	0.997609
1248	0.997631
1249	0.997653
1255	0.997675
1259	0.997742
1260	0.99783
1261	0.997853
1262	0.997897
1263	0.997941
1264	0.997985
1265	0.99803
1272	0.998052
1276	0.998096
1279	0.998118
1281	0.99814
1287	0.998185
1288	0.998207
1291	0.998229
1301	0.998273
1315	0.998295
1320	0.998317
1322	0.99834
1328	0.998362
1329	0.998384
1349	0.998406
1414	0.998428
1415	0.998472
1438	0.998517
1475	0.998539
1495	0.998561
1496	0.998738
1497	0.998782
1500	0.998805
1504	0.998827
1512	0.998849
1514	1
